user_id,conversation_id,conversation_timestamp,Topic_Label_Fine,Topic_Label_Coarse,asking_doing_expressing,work_coursework_personal,Multitasking,Complete_task_alone,User_Education,AI_Education,Clustering_Topic,Clustering_Topic_Theme,success_label,human_time_estimation,interaction_time_estimation,conversation_language,n_turns,avg_user_text_len,avg_asst_text_len,models_used
13391811,68702b1f-9da4-800e-b97f-343686d23b8b,1752181536.654613,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,0.0,744.0,gpt-4o
13391811,686fc27c-6e08-800e-9778-f9d2624ae3ce,1752155194.51063,create_an_image,Multimedia,Doing,Personal,No,Yes,6.0,10.0,Mathematics,Education/Academic,No,0.0,3.0,other,2.0,9.5,933.0,gpt-4o
13391811,686f64be-fc38-800e-bc2e-b20d9ec781fd,1752130752.285861,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,0.0,593.5,gpt-4o
13391811,686ecaa0-05ec-800e-a67d-7d0e6b3b8528,1752091471.842038,edit_or_critique_provided_text,Writing,Doing,Personal,No,Yes,5.0,6.0,Word Meaning,Translation/Language,No,0.0,3.0,en,2.0,15.0,689.0,gpt-4o
13391811,686b8a9c-c9f0-800e-baa0-d397ce291775,1751878302.939309,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,0.0,202.5,gpt-4o
13391811,6866b1d1-80d4-800e-94e7-d2867a7dbda6,1751560765.914631,mathematical_calculation,Technical Help,Asking,Coursework,No,Yes,4.0,8.0,Mathematics,Education/Academic,No,0.0,2.0,other,2.0,9.5,620.0,gpt-4o
13391811,685c26bf-91ac-800e-ae3a-ef6f95b980f6,1750870334.256474,generate_or_retrieve_other_media,Multimedia,Doing,,No,Yes,5.0,8.0,Health & Wellness,Health/Medical,No,3.0,12.0,en,7.0,120.57142857142856,599.4615384615385,gpt-4o
13391811,684cffb9-48ac-800e-85c9-a3ab979e1f06,1749876833.81687,unclear,Other/Unknown,Expressing,Coursework,Yes,Yes,0.0,12.0,,,Yes,0.0,8.0,other,10.0,0.0,214.0909090909091,gpt-4o
13391811,68492235-f8f0-800e-8426-a60ffd036b04,1749623842.200631,how_to_advice,Practical Guidance,Doing,Work,No,Yes,10.0,14.0,Science Queries,Education/Academic,No,0.0,7.0,en,3.0,31.666666666666668,963.75,gpt-4o
13391811,684258f7-7e48-800e-9dac-6b03a486b8b3,1749178702.823239,mathematical_calculation,Technical Help,Asking,Coursework,No,Yes,6.0,10.0,Mathematics,Education/Academic,No,0.0,1.0,en,2.0,11.5,729.3333333333334,gpt-4o
13391811,68404763-d0a8-800e-924e-5b3e306f3d14,1749043044.924727,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,1.0,en,1.0,32.0,1058.5,gpt-4o
13391811,68383ae4-c818-800e-8699-de51025e88ba,1748515558.336679,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,0.0,639.5,gpt-4o
13391811,6831652c-8878-800e-8e04-c250c132b38a,1748067634.754886,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,en,1.0,105.0,455.5,gpt-4o
13391811,682c6066-34f8-800e-b4a6-a697a6a517fe,1747742021.384967,unclear,Other/Unknown,Expressing,Coursework,Yes,Yes,10.0,10.0,,,Yes,0.0,6.0,other,3.0,4.0,713.25,gpt-4o
13391811,6822d08c-1844-800e-9336-b51a9bff8061,1747112077.246595,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,Yes,0.0,0.0,other,1.0,0.0,621.5,gpt-4o
13391811,681f84c0-0a54-800e-85da-d208b5915ec5,1746896234.211737,unclear,Other/Unknown,Expressing,Coursework,No,Yes,6.0,6.0,Word Meaning,Translation/Language,Yes,0.0,3.0,en,4.0,23.0,382.2,gpt-4o
13391811,681cf98b-fa1c-800e-96fe-aad4d33c5d4c,1746729396.208197,unclear,Other/Unknown,Expressing,Coursework,No,Yes,0.0,6.0,,,Yes,0.0,4.0,other,2.0,0.0,366.0,gpt-4o
13391811,6815b749-e92c-800e-bb8a-859d67a63efd,1746253759.832946,unclear,Other/Unknown,Expressing,Personal,No,Yes,12.0,12.0,Health & Wellness,Health/Medical,No,1.0,4.0,en,2.0,84.5,1987.6666666666667,gpt-4o
13391811,6815a5d0-91a4-800e-ada4-68ec56328bfd,1746250248.235103,unclear,Other/Unknown,Expressing,Personal,No,Yes,10.0,12.0,Health & Wellness,Health/Medical,Yes,0.0,8.0,en,3.0,67.33333333333333,833.75,gpt-4o
13391811,67f7f0c5-dac8-800e-bdd8-a020bc4a189a,1744302422.966959,unclear,Other/Unknown,Expressing,Coursework,No,Yes,0.0,10.0,,,No,0.0,4.0,other,2.0,1.0,1141.6666666666667,gpt-4o
13391811,67f77a1b-2c84-800e-9dfa-74d401eaa454,1744271899.525076,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,Mathematics,Education/Academic,No,0.0,1.0,en,1.0,30.0,117.0,gpt-4o
13391811,67db00a4-200c-800e-bae4-e833744317f8,1742405912.115504,unclear,Other/Unknown,Expressing,Personal,No,Yes,1.0,2.0,Emotional Struggles And Self-Worth,Health/Medical,No,0.0,3.0,en,2.0,97.5,58.66666666666666,gpt-4o
13391811,67d7c4cd-e02c-800e-87eb-b71c9684521e,1742193872.253022,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,2.0,159.0,gpt-4o
13391811,67d527b0-babc-800e-8023-66560f32e861,1742022652.289343,specific_info,Seeking Information,Expressing,Personal,No,Yes,6.0,12.0,Cloud Computing Basics,Programming/Tech,No,0.0,3.0,en,3.0,9.333333333333334,487.75,gpt-4o
13391811,67d51a6a-c0bc-800e-9f1f-bcc0edb3f522,1742019179.504008,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,0.0,380.0,gpt-4o
13391811,67d2fb01-15bc-800e-9493-d4ae8ec71314,1741880066.160085,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,1.0,other,1.0,0.0,488.0,gpt-4o
13391811,67d04e33-3bf4-800e-b31c-28b7ab05ff29,1741704869.582,personal_writing_or_communication,Writing,Doing,Work,No,Yes,10.0,12.0,Resume & Jobs,Job/Career,No,0.0,6.0,en,5.0,126.0,715.5,gpt-4o
13391811,67bfe98d-d828-800e-9e6a-7d5760a08f3b,1740633638.797,edit_or_critique_provided_text,Writing,Doing,Work,No,Yes,12.0,12.0,Technical Project Planning,Programming/Tech,No,3.0,14.0,en,14.0,326.1428571428572,986.8,gpt-4o
13391811,67c2b710-4738-800e-ba23-e17c898f9284,1740814097.17828,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,2.0,463.0,gpt-4o
13391811,67bfec06-41e0-800e-984c-e7d8e90fc6fc,1740631368.381099,unclear,Other/Unknown,Expressing,Work,Yes,Yes,0.0,8.0,,,Yes,0.0,4.0,other,3.0,0.0,226.75,gpt-4o
13391811,67b5795f-b144-800e-a884-7e9b47f45243,1739946809.281742,tutoring_or_teaching,Practical Guidance,Asking,Work,No,Yes,14.0,14.0,,,No,0.0,23.0,en,28.0,782.5357142857143,345.46666666666664,gpt-4o
13391811,67b4baf1-930c-800e-8cef-c9993cf9703b,1739897695.425945,specific_info,Seeking Information,Asking,Work,Yes,Yes,12.0,12.0,Word Meaning,Translation/Language,Yes,0.0,15.0,other,8.0,2293.75,309.44444444444446,gpt-4o
13391811,67b5659a-3664-800e-ba38-21f3f03c7502,1739941275.845021,unclear,Other/Unknown,Expressing,Personal,No,Yes,0.0,0.0,,,No,0.0,0.0,other,1.0,0.0,113.5,gpt-4o
13391811,67b5652e-afa0-800e-8d1f-8713b938b1b8,1739941167.058621,specific_info,Seeking Information,Asking,Personal,No,Yes,6.0,6.0,Current Affairs,Current Affairs,No,0.0,1.0,other,1.0,64.0,288.5,gpt-4o
13391811,67b563a5-f04c-800e-904c-d35bfe5dbd47,1739940929.980252,specific_info,Seeking Information,Asking,Personal,Yes,Yes,8.0,8.0,Health & Wellness,Health/Medical,No,0.0,5.0,other,5.0,38.2,331.8333333333333,gpt-4o
13391811,67b56322-76dc-800e-9f44-c4bbb24d908d,1739940705.800716,specific_info,Seeking Information,Asking,Personal,Yes,Yes,6.0,8.0,Health & Wellness,Health/Medical,No,0.0,3.0,other,2.0,43.5,237.66666666666663,gpt-4o
13391811,67b55cc0-770c-800e-98ef-355c45bf129b,1739939009.016465,specific_info,Seeking Information,Asking,Personal,No,Yes,4.0,0.0,Cloud Computing Basics,Programming/Tech,No,0.0,2.0,en,1.0,39.0,258.5,gpt-4o
13391811,67ac14ea-da98-800e-bedc-32b52f60d6a3,1739464413.193707,mathematical_calculation,Technical Help,Doing,Coursework,Yes,Yes,12.0,12.0,Mathematics,Education/Academic,No,3.0,45.0,en,21.0,255.7142857142857,999.5454545454544,gpt-4o
13391811,67ae0769-8e6c-800e-b95f-c77ad7783921,1739458409.819012,edit_or_critique_provided_text,Writing,Doing,Coursework,No,Yes,6.0,6.0,Word Meaning,Translation/Language,No,0.0,1.0,en,1.0,83.0,27.0,gpt-4o
13391811,67ae0755-e9dc-800e-b694-d10c4c39c283,1739458390.126609,edit_or_critique_provided_text,Writing,Doing,Coursework,No,Yes,6.0,6.0,Word Meaning,Translation/Language,No,0.0,1.0,en,1.0,83.0,60.0,gpt-4o
13391811,67937481-a9f0-800e-a4cc-310c8aebfbbc,1737716865.872758,tutoring_or_teaching,Practical Guidance,Expressing,Coursework,No,Yes,8.0,8.0,Audio Transcription Guidelines,Content Creation,No,1.0,2.0,other,1.0,212.0,614.0,gpt-4o
13391811,678e5d4c-35b4-800e-a036-16f2dc8e7291,1737383622.302352,edit_or_critique_provided_text,Writing,Doing,Personal,No,Yes,12.0,14.0,Review Writing,Writing/Creative,No,2.0,25.0,en,12.0,943.4166666666666,668.3846153846154,gpt-4o;gpt-4o-mini
13391811,67888d51-9c54-800e-8104-c01941265abc,1737019917.091121,specific_info,Seeking Information,,Work,No,Yes,12.0,12.0,Word Meaning,Translation/Language,Yes,1.0,15.0,en,98.0,298.4183673469388,472.24,gpt-4o;gpt-4o-mini
13391811,6787a4d9-b174-800e-a57e-5807e548175a,1736942810.696354,greetings_and_chitchat,Self-Expression,Expressing,Personal,No,Yes,6.0,0.0,Movie Reviews And Recommendations,Content Creation,Yes,0.0,1.0,other,1.0,168.0,173.5,gpt-4o
13391811,6777bae6-a9c8-800e-8da8-1f12e5d3c8e9,1735900197.787431,specific_info,Seeking Information,Asking,Work,No,Yes,12.0,12.0,Word Meaning,Translation/Language,Yes,0.0,24.0,en,17.0,258.52941176470586,287.94444444444446,gpt-4o-mini
13391811,67754a12-4be0-800e-8ce9-d495269bc2fb,1735741374.505472,edit_or_critique_provided_text,Writing,Asking,Coursework,Yes,Yes,10.0,12.0,Resume & Jobs,Job/Career,No,2.0,20.0,en,20.0,357.25,392.6551724137931,gpt-4o
13391811,6774b3cc-8a8c-800e-8b74-f6105842dc13,1735701789.957112,tutoring_or_teaching,Practical Guidance,Asking,Coursework,Yes,Yes,12.0,12.0,Word Meaning,Translation/Language,No,3.0,15.0,en,53.0,311.33962264150944,308.60526315789474,gpt-4o;gpt-4o-mini
13391811,6772c990-7458-800e-978d-8bd38ebb5407,1735578137.69348,unclear,Other/Unknown,,Coursework,No,Yes,8.0,8.0,,,No,0.0,6.0,en,2.0,394.0,351.0,gpt-4o
13391811,67723d66-7994-800e-93d9-ea6e35c3fe16,1735563266.482814,specific_info,Seeking Information,Doing,Work,Yes,Yes,12.0,12.0,Online Earning,Finance/Earning,No,2.0,12.0,en,4.0,1184.5,1614.4,gpt-4o;gpt-4o-mini
13391811,67713b3f-dfec-800e-a1f5-a1478f7ab6e3,1735474838.087085,unclear,Other/Unknown,Expressing,Work,Yes,Yes,12.0,14.0,Resume & Jobs,Job/Career,No,7.0,40.0,en,20.0,568.45,855.2142857142857,gpt-4o;gpt-4o-mini
13391811,6770fad4-778c-800e-8d69-3e98f333f9a8,1735457807.391379,edit_or_critique_provided_text,Writing,Asking,Coursework,Yes,Yes,10.0,10.0,Word Meaning,Translation/Language,No,1.0,25.0,other,33.0,2478.181818181818,641.5588235294117,gpt-4o;gpt-4o-mini
13391811,676e2b2e-328c-800e-b669-3aea7dfa0927,1735275189.713463,argument_or_summary_generation,Writing,Asking,Work,Yes,Yes,10.0,12.0,Online Earning,Finance/Earning,No,3.0,30.0,en,63.0,293.015873015873,811.2571428571429,gpt-4o;gpt-4o-mini
13391811,676cd654-b82c-800e-8e63-abe7c49125dd,1735190022.184327,specific_info,Seeking Information,Doing,Work,Yes,Yes,12.0,12.0,Word Meaning,Translation/Language,No,4.0,22.0,en,44.0,442.8863636363636,727.3061224489796,gpt-4o;gpt-4o-mini
13391811,676ba415-61cc-800e-8146-b987ca3c5bf4,1735108443.098178,specific_info,Seeking Information,Asking,Work,No,Yes,12.0,12.0,Technical Project Planning,Programming/Tech,No,1.0,9.0,en,6.0,275.1666666666667,466.1818181818182,gpt-4o
13391811,676b82d9-4794-800e-861f-9247f1d8766b,1735099343.073579,translation,Writing,Asking,Personal,No,Yes,10.0,6.0,Word Meaning,Translation/Language,No,0.0,9.0,en,15.0,90.06666666666666,93.6875,gpt-4o;gpt-4o-mini
13391811,676aa31a-e114-800e-96c7-dde5d1795571,1735041935.741271,specific_info,Seeking Information,Asking,Work,Yes,Yes,12.0,12.0,Online Earning,Finance/Earning,No,1.0,36.0,en,84.0,605.797619047619,377.9230769230769,gpt-4o;gpt-4o-mini
13391811,6769364e-6e6c-800e-acb3-79e9c5900e1e,1734948430.750203,asking_about_the_model,Other/Unknown,Asking,Personal,No,Yes,6.0,0.0,Word Meaning,Translation/Language,No,0.0,1.0,en,1.0,110.0,107.0,gpt-4o
13391811,6767a796-ac14-800e-8051-f0d63a89d9f2,1734875785.178976,other,Other/Unknown,Expressing,Work,Yes,Yes,12.0,12.0,Resume & Jobs,Job/Career,No,3.0,24.0,en,12.0,1225.0833333333333,967.5,gpt-4o
13391811,6767b9a9-bf08-800e-a111-cc3f5116d20a,1734850985.970354,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,6.0,8.0,Resume & Jobs,Job/Career,No,0.0,3.0,en,1.0,80.0,564.5,gpt-4o
13391811,6767a8ba-a060-800e-9412-c179645fd208,1734846771.40065,unclear,Other/Unknown,Expressing,Personal,No,Yes,6.0,8.0,,,Yes,0.0,2.0,en,4.0,15.0,208.2,gpt-4o
13391811,676670b9-1f20-800e-8662-8528a9e22c2d,1734766958.863008,other,Other/Unknown,Expressing,Work,No,Yes,10.0,12.0,Making Money With Ai,Finance/Earning,Yes,4.0,30.0,en,166.0,638.4216867469879,477.76047904191614,gpt-4o;gpt-4o-mini
13391811,676647a2-3a78-800e-9799-9bc09a6def3e,1734756473.460284,specific_info,Seeking Information,Asking,Work,No,Yes,12.0,12.0,Making Money With Ai,Finance/Earning,No,1.0,28.0,en,8.0,1314.125,1516.3333333333333,gpt-4o-mini
13391811,67661b43-515c-800e-aae6-bc1303c6ece3,1734745405.004882,argument_or_summary_generation,Writing,Expressing,Work,No,Yes,10.0,14.0,Making Money With Ai,Finance/Earning,Yes,3.0,45.0,en,199.0,464.5075376884422,746.7462686567164,gpt-4o;gpt-4o-mini
13391811,67648879-08a0-800e-a661-ee5cd9c84e52,1734641805.310647,personal_writing_or_communication,Writing,Doing,Personal,No,Yes,8.0,8.0,Inclusive Education Challenges,Education/Academic,No,0.0,1.0,other,2.0,7.5,208.3333333333333,gpt-4o
13391811,6763e207-fe14-800e-b009-f231443685f9,1734599220.909561,greetings_and_chitchat,Self-Expression,Expressing,Personal,No,Yes,8.0,10.0,Emotional Struggles And Self-Worth,Health/Medical,Yes,1.0,2.0,en,3.0,41.333333333333336,130.4,gpt-4o
13391811,6763c807-a65c-800e-b84a-a3a524e91dff,1734592520.188384,specific_info,Seeking Information,Asking,Personal,Yes,Yes,5.0,5.0,Current Affairs,Current Affairs,No,0.0,2.0,other,1.0,74.0,279.0,gpt-4o
13391811,676143ac-7cbc-800e-b860-6c354ae5b74c,1734427640.151756,specific_info,Seeking Information,Asking,Personal,No,Yes,6.0,8.0,,,No,0.0,3.0,en,4.0,54.5,183.4,gpt-4o
13391811,675bd25d-c240-800e-90dd-22d57a36ddef,1734071106.902133,other,Other/Unknown,Asking,Work,No,Yes,12.0,12.0,Making Money With Ai,Finance/Earning,No,4.0,45.0,en,71.0,576.3239436619718,1297.9583333333333,gpt-4o;gpt-4o-mini
13391811,675b9682-4c88-800e-838f-f2e8f5740a0f,1734055574.481563,other,Other/Unknown,,Work,No,Yes,12.0,12.0,YouTube Strategy,Content Creation,No,0.0,7.0,en,2.0,7053.5,1199.6666666666667,gpt-4o
13391811,675a4c5c-a428-800e-aab1-a3ee512a91b6,1733978812.076706,how_to_advice,Practical Guidance,Asking,Work,Yes,Yes,12.0,13.0,YouTube Strategy,Content Creation,No,6.0,30.0,en,67.0,1732.686567164179,1458.25,gpt-4o;gpt-4o-mini
13391811,67597437-e940-800e-909f-17789a425b14,1733915846.16234,other,Other/Unknown,Asking,Work,No,Yes,12.0,12.0,Word Meaning,Translation/Language,No,0.0,7.0,en,5.0,546.2,773.8333333333334,gpt-4o
13391811,67591a5b-fd88-800e-a6f6-626f9206fc74,1733892805.895662,specific_info,Seeking Information,Doing,Work,No,Yes,10.0,12.0,Making Money With Ai,Finance/Earning,No,2.0,32.0,en,74.0,392.7162162162162,516.8933333333333,gpt-4o-mini
13391811,675905e4-d1a0-800e-b300-c4faecd42156,1733887606.070067,specific_info,Seeking Information,Doing,Work,No,Yes,12.0,14.0,,,No,2.0,20.0,en,73.0,464.7534246575343,543.9594594594595,gpt-4o;gpt-4o-mini
13391811,6757b57e-a700-800e-aaa7-a5da5cb509a3,1733802568.090729,tutoring_or_teaching,Practical Guidance,Asking,Work,Yes,Yes,12.0,12.0,YouTube Strategy,Content Creation,No,1.0,19.0,en,55.0,1151.6181818181817,597.3275862068965,gpt-4o;gpt-4o-mini
13391811,6753bc7e-47f4-800e-bba5-3f031b1eab11,1733541343.19006,argument_or_summary_generation,Writing,Expressing,Work,No,Yes,12.0,14.0,Making Money With Ai,Finance/Earning,No,4.0,30.0,en,72.0,602.7777777777778,1333.917808219178,gpt-4o;gpt-4o-mini
13391811,675265f9-e528-800e-b238-5fbc8a4b4711,1733453494.374285,specific_info,Seeking Information,Asking,Work,Yes,Yes,12.0,12.0,Online Earning,Finance/Earning,Yes,3.0,30.0,en,153.0,910.3202614379084,1007.8867924528302,gpt-4o;gpt-4o-mini
13391811,67519b07-f050-800e-aaf9-871075065d7d,1733401559.845186,argument_or_summary_generation,Writing,Asking,Work,Yes,Yes,12.0,12.0,Online Earning,Finance/Earning,No,2.0,30.0,en,46.0,1195.608695652174,1119.723404255319,gpt-4o;gpt-4o-mini
13391811,67514d5f-cf24-800e-9c28-19bd54badc28,1733381618.417143,specific_info,Seeking Information,Asking,Work,No,Yes,12.0,12.0,Accounts And Finance,Finance/Earning,Yes,3.0,40.0,en,47.0,702.3191489361702,999.3958333333334,gpt-4o;gpt-4o-mini
13391811,67511d2c-5b04-800e-a93d-2bacaac5b32c,1733369382.773288,specific_info,Seeking Information,Asking,Work,No,Yes,12.0,12.0,Making Money With Ai,Finance/Earning,No,4.0,33.0,en,67.0,1652.44776119403,1314.3088235294117,gpt-4o;gpt-4o-mini
13391811,6750421b-687c-800e-91c5-a59504cdada5,1733313426.464084,other,Other/Unknown,Expressing,Work,No,Yes,12.0,12.0,Making Money With Ai,Finance/Earning,No,1.0,55.0,en,33.0,939.3333333333334,932.6764705882352,gpt-4o-mini
13391811,67502ca3-8fe8-800e-a0f0-59aa92c82267,1733308003.702108,other,Other/Unknown,Expressing,Work,Yes,Yes,12.0,14.0,Making Money With Ai,Finance/Earning,Yes,7.0,30.0,en,61.0,946.2459016393444,977.3709677419356,gpt-4o;gpt-4o-mini
13391811,674ffa91-122c-800e-880d-68d1d3c96783,1733295456.213819,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,Yes,6.0,7.0,Word Meaning,Translation/Language,No,1.0,20.0,other,18.0,61.888888888888886,142.94736842105263,gpt-4o;gpt-4o-mini
13391811,674fc09e-c3d0-800e-a2b3-c8e849c84a1a,1733280156.196739,purchasable_products,Seeking Information,Doing,Work,Yes,Yes,8.0,12.0,Making Money With Ai,Finance/Earning,No,4.0,65.0,en,144.0,430.2291666666667,1850.4827586206893,gpt-4o;gpt-4o-mini
13391811,674f044a-cf38-800e-91cb-fa3c4c5d31ea,1733231853.522,argument_or_summary_generation,Writing,Expressing,Work,Yes,Yes,12.0,12.0,,,No,3.0,30.0,en,26.0,3922.692307692308,1826.703703703704,gpt-4o-mini
13391811,674ed2df-13a8-800e-b4f7-92e3d62c8117,1733219237.603,specific_info,Seeking Information,Doing,Work,No,Yes,12.0,12.0,Making Money With Ai,Finance/Earning,No,3.0,35.0,en,108.0,364.14814814814815,1497.48623853211,gpt-4o;gpt-4o-mini
13391811,674eb44d-397c-800e-a58c-64a0c31fedd8,1733211424.667,specific_info,Seeking Information,Asking,Work,No,Yes,8.0,12.0,Making Money With Ai,Finance/Earning,No,3.0,40.0,en,109.0,159.5504587155963,1142.945945945946,gpt-4o;gpt-4o-mini
13391811,674e8e71-eabc-800e-ac2b-9b4f740cb10c,1733201668.139,specific_info,Seeking Information,Asking,Work,No,Yes,12.0,12.0,Making Money With Ai,Finance/Earning,Yes,4.0,42.0,en,167.0,193.1497005988024,1402.0119047619048,gpt-4o;gpt-4o-mini
13391811,674adb59-5ccc-800e-a783-c739c215c100,1732959709.986,computer_programming,Technical Help,Asking,Work,No,Yes,14.0,12.0,,,No,0.0,18.0,en,5.0,700.6,313.5,gpt-4o
13391811,674ad748-998c-800e-bd5e-f45f234d86c7,1732958025.149764,edit_or_critique_provided_text,Writing,Asking,Personal,No,Yes,8.0,8.0,Word Meaning,Translation/Language,No,0.0,2.0,en,1.0,243.0,191.0,gpt-4o
13391811,674a121d-6d84-800e-8b4f-decaea1edddc,1732907703.672,unclear,Other/Unknown,Expressing,Work,No,Yes,12.0,12.0,,,No,1.0,10.0,en,4.0,1228.5,1047.6,gpt-4o
13391811,6749d078-72a0-800e-97cd-73fdb8c62c3e,1732891091.815,other,Other/Unknown,Expressing,Work,Yes,Yes,12.0,12.0,Technical Project Planning,Programming/Tech,No,2.0,30.0,en,14.0,1971.2857142857144,1713.8666666666666,gpt-4o;gpt-4o-mini
13391811,67494121-3c28-800e-94a4-68671e50baf1,1732854663.633,creative_ideation,Practical Guidance,Asking,Work,Yes,Yes,12.0,12.0,YouTube Strategy,Content Creation,No,3.0,17.0,en,6.0,3005.1666666666665,245.875,gpt-4o
13391811,6748152f-af20-800e-8834-31abf6a73778,1732777382.951,specific_info,Seeking Information,Expressing,Work,Yes,Yes,12.0,12.0,Tech Help,Programming/Tech,No,1.0,7.0,en,5.0,278.0,197.7,gpt-4o;gpt-4o-mini
13391811,6747ed79-70ac-800e-bd6d-080654a67ba8,1732767097.582646,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,10.0,10.0,Mathematics,Education/Academic,Yes,0.0,2.0,en,1.0,110.0,65.0,gpt-4o
13391811,6747ec95-c974-800e-9548-05a0e35ac8bf,1732766965.328518,tutoring_or_teaching,Practical Guidance,Expressing,Personal,No,Yes,6.0,12.0,Literature,Education/Academic,Yes,1.0,9.0,en,6.0,237.0,742.1428571428571,gpt-4o
13391811,6747ec78-7b10-800e-b8a0-b935a321c7ad,1732766840.931079,tutoring_or_teaching,Practical Guidance,Expressing,Coursework,No,Yes,12.0,0.0,Word Meaning,Translation/Language,No,0.0,2.0,en,1.0,318.0,268.25,gpt-4o
13391811,6747ec56-6950-800e-a49a-c76c1d8358ae,1732766806.542494,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,6.0,6.0,Word Meaning,Translation/Language,No,0.0,2.0,en,1.0,285.0,103.5,gpt-4o
13391811,6745bb85-020c-800e-ad85-df85657bfa0c,1732623312.38,specific_info,Seeking Information,Asking,Work,No,Yes,10.0,10.0,Review Writing,Writing/Creative,No,1.0,24.0,en,74.0,656.7297297297297,302.30263157894734,gpt-4o;gpt-4o-mini
