user_id,conversation_id,conversation_timestamp,Topic_Label_Fine,Topic_Label_Coarse,asking_doing_expressing,work_coursework_personal,Multitasking,Complete_task_alone,User_Education,AI_Education,Clustering_Topic,Clustering_Topic_Theme,success_label,human_time_estimation,interaction_time_estimation,conversation_language,n_turns,avg_user_text_len,avg_asst_text_len,models_used
24793277,6936fd13-76fc-8332-9d93-20c4910b12a7,1765218200.888,purchasable_products,Seeking Information,Asking,Personal,No,Yes,6.0,8.0,Cooking & Diet,Health/Medical,No,0.0,5.0,other,3.0,98.0,767.4,gpt-5-1
24793277,6936d632-0770-832b-8289-3812f90ecc61,1765202116.993,edit_or_critique_provided_text,Writing,Doing,,No,Yes,16.0,16.0,Health & Wellness,Health/Medical,No,6.0,30.0,other,11.0,1751.090909090909,1458.125,gpt-5-1;gpt-5-t-mini
24793277,6932b9ee-b0e8-8333-b328-d57b65a08082,1764933477.063,analyze_an_image,Multimedia,Doing,Coursework,No,Yes,12.0,12.0,Cooking & Diet,Health/Medical,No,1.0,12.0,other,8.0,239.75,383.55555555555554,gpt-5-1
24793277,6931e066-cae0-8327-ab6f-8ec559c7c35a,1764883353.537,analyze_an_image,Multimedia,Asking,,No,Yes,,,Health & Wellness,Health/Medical,No,1.0,18.0,other,8.0,574.5,1003.0,gpt-5-1;gpt-5-t-mini
24793277,6930c6a6-b15c-832c-965d-1f509d0a651c,1764805796.089,generate_or_retrieve_other_media,Multimedia,Doing,Work,No,Yes,8.0,16.0,Personal Planning & Learning Support.,Education/Academic,No,3.0,12.0,other,7.0,126.42857142857144,1013.8461538461538,gpt-5-1
24793277,692a1c8b-5628-832a-b86f-d682186fc087,1764368970.2,generate_or_retrieve_other_media,Multimedia,Doing,Coursework,No,Yes,6.0,12.0,Spreadsheet Help,Programming/Tech,No,1.0,8.0,other,6.0,75.16666666666667,256.72727272727275,gpt-5-1
24793277,69285c0d-7758-8329-8c4d-c507066a12d7,1764253779.553,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,16.0,Health & Wellness,Health/Medical,No,1.0,15.0,other,6.0,359.8333333333333,791.7142857142857,gpt-5-1
24793277,691af7d3-e898-8326-b63b-ae8181e642fe,1763385819.786,create_an_image,Multimedia,Doing,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,Yes,6.0,31.0,other,11.0,597.5454545454545,1588.1333333333334,gpt-5-1
24793277,69243e76-6610-8332-a454-71b51ec33386,1763995482.811,specific_info,Seeking Information,Asking,,No,Yes,14.0,16.0,Health & Wellness,Health/Medical,No,10.0,75.0,other,18.0,143.55555555555554,2144.6875,gpt-5-1;gpt-5-t-mini
24793277,6920b722-0408-8325-a84d-ed6aaa5905b5,1763757106.448,edit_or_critique_provided_text,Writing,Doing,,No,Yes,,,Health & Wellness,Health/Medical,No,3.0,32.0,other,9.0,204.22222222222223,1489.3,gpt-5-1
24793277,692068ac-9190-8327-9719-242b9898c880,1763735138.859,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Coursework,No,Yes,12.0,16.0,Health & Wellness,Health/Medical,No,1.0,14.0,other,7.0,76.85714285714286,1565.75,gpt-5-1
24793277,6914c320-b280-8333-99c9-24d518fcaa8f,1762968435.437532,tutoring_or_teaching,Practical Guidance,Asking,Personal,No,Yes,8.0,6.0,Health & Wellness,Health/Medical,No,0.0,5.0,other,3.0,107.33333333333331,747.75,gpt-5
24793277,69146173-7a70-8332-8269-67e91d801e7f,1762943390.292,create_an_image,Multimedia,Doing,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,6.0,8.0,other,2.0,165.0,1299.75,gpt-5
24793277,69123f46-730c-8329-88a4-b5f30ff14139,1762804722.797,edit_or_critique_provided_text,Writing,Doing,Coursework,No,Yes,12.0,16.0,Health & Wellness,Health/Medical,No,3.0,17.0,other,5.0,141.2,1938.8333333333333,gpt-5
24793277,690f2031-8a6c-8329-9e8f-1c05b697c8f7,1762599192.629,argument_or_summary_generation,Writing,Expressing,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,12.0,13.0,other,10.0,678.3,486.6428571428572,gpt-5
24793277,6909dd11-23f4-8330-84c2-7ae3c0cdaffe,1762256413.482,create_an_image,Multimedia,Doing,Personal,No,Yes,12.0,12.0,AI Image Generation,Content Creation,No,7.0,19.0,other,10.0,153.8,524.1538461538462,gpt-5
24793277,69089cda-ad0c-8327-b082-d8f3b2961f50,1762175050.127,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Coursework,No,Yes,14.0,6.0,Health & Wellness,Health/Medical,,1.0,27.0,other,11.0,80.9090909090909,2636.9166666666665,gpt-5;gpt-5-mini
24793277,6907e9b2-e9e4-8327-9745-b771bf822be7,1762127323.579,greetings_and_chitchat,Self-Expression,Expressing,Coursework,No,Yes,9.0,12.0,Spreadsheet Help,Programming/Tech,No,3.0,14.0,other,9.0,234.66666666666663,680.4615384615385,gpt-5
24793277,6906454b-e274-8327-8768-24801ee955b7,1762019861.9,personal_writing_or_communication,Writing,Doing,Coursework,No,Yes,14.0,14.0,Education & General Knowledge,Education/Academic,No,6.0,25.0,other,8.0,2331.25,621.5833333333334,gpt-5
24793277,68fffc4c-1a48-8326-9848-5ee213119c5c,1761944499.00346,analyze_an_image,Multimedia,Doing,Personal,No,Yes,8.0,12.0,Home Maintenance & Practical Diy,Education/Academic,No,4.0,32.0,other,8.0,121.625,1211.9166666666667,gpt-5
24793277,69011699-74e8-8326-8e5a-4276672e7c36,1761679743.659,specific_info,Seeking Information,Asking,Personal,No,Yes,6.0,12.0,Cooking & Diet,Health/Medical,No,3.0,11.0,other,5.0,87.8,1996.111111111111,gpt-5
24793277,68fd3079-b380-832b-8220-8d5bd2d5bde3,1761509187.263,how_to_advice,Practical Guidance,Doing,Personal,No,Yes,9.0,12.0,Freelance Costs,Finance/Earning,No,8.0,46.0,other,11.0,94.27272727272728,805.2307692307693,gpt-5;gpt-5-t-mini
24793277,68fcbc86-f954-8332-895a-04bc3e2d6ff3,1761393983.791544,analyze_an_image,Multimedia,Asking,Personal,No,Yes,6.0,12.0,AI Image Generation,Content Creation,No,1.0,6.0,other,5.0,76.8,535.1666666666666,gpt-5
24793277,68f2ae56-0acc-8332-8ad9-6acfd716e162,1760734877.400265,tutoring_or_teaching,Practical Guidance,Doing,Personal,No,Yes,12.0,10.0,Entertainment Recommendations,Content Creation,No,0.0,5.0,other,3.0,86.0,653.0,gpt-5
24793277,68f22180-d394-8330-83e8-d8f3a3b050d7,1760701105.695,generate_or_retrieve_other_media,Multimedia,Doing,,No,Yes,12.0,13.0,Finance & Banking,Finance/Earning,No,3.0,50.0,other,10.0,149.9,949.2,gpt-5;gpt-5-t-mini
24793277,68efe125-ff70-832b-967e-3d9edd8266a0,1760561654.880065,mathematical_calculation,Technical Help,Asking,Personal,No,Yes,10.0,13.0,Finance & Banking,Finance/Earning,No,4.0,30.0,other,8.0,131.625,744.2307692307693,gpt-5-mini
24793277,68efd27b-e368-832e-8b53-54f5958d3590,1760547459.498,mathematical_calculation,Technical Help,Doing,Coursework,No,Yes,12.0,0.0,Finance & Banking,Finance/Earning,No,1.0,3.0,other,3.0,71.0,357.0,gpt-5-mini
24793277,68efc902-0dec-8326-9685-92f612afe2d8,1760546839.898,mathematical_calculation,Technical Help,Doing,Personal,No,Yes,8.0,12.0,Finance & Banking,Finance/Earning,No,8.0,22.0,other,10.0,99.1,907.2105263157896,gpt-5;gpt-5-t-mini
24793277,68ebfdbd-ae24-8327-8ac7-0c75c2740c8a,1760297424.558432,analyze_an_image,Multimedia,Doing,Personal,No,Yes,9.0,12.0,Tech Help,Programming/Tech,No,0.0,13.0,other,11.0,53.63636363636363,756.6666666666666,gpt-5
24793277,68e9a96f-95cc-832c-97f2-c6dba9dc24b4,1760144421.539,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Work,No,Yes,12.0,10.0,Health & Wellness,Health/Medical,No,1.0,6.0,other,4.0,57.5,1240.0,gpt-5
24793277,68e8f3c4-53e4-8326-8422-5d423c94b751,1760100131.914,how_to_advice,Practical Guidance,,Work,No,Yes,16.0,16.0,Health & Wellness,Health/Medical,No,5.0,47.0,other,15.0,130.8,2088.3888888888887,gpt-5;gpt-5-mini
24793277,68e832a3-6748-8330-b88b-2d780e53e5f4,1760047860.669,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,1.0,25.0,other,26.0,386.46153846153845,504.55555555555554,gpt-5;gpt-5-mini
24793277,68e7dd6f-0088-8320-877f-d06c82fff15e,1760026166.873,create_an_image,Multimedia,Doing,Coursework,No,Yes,12.0,10.0,AI Image Generation,Content Creation,No,4.0,8.0,other,4.0,545.5,677.4,gpt-5-mini
24793277,68e642b1-e14c-8327-bac2-866ddf06203f,1759922493.545893,relationships_and_personal_reflection,Self-Expression,Expressing,Work,No,Yes,12.0,14.0,Finance & Banking,Finance/Earning,Yes,5.0,80.0,other,29.0,121.65517241379312,1269.9142857142858,gpt-5;gpt-5-mini;gpt-5-t-mini
24793277,68e50071-29dc-8331-bd54-6fd50dd9f21b,1759843307.688,edit_or_critique_provided_text,Writing,Doing,Coursework,No,Yes,12.0,12.0,Writing Assistance,Writing/Creative,No,2.0,30.0,other,9.0,597.2222222222222,2007.4,gpt-5
24793277,68e135a7-6218-8333-a09e-f469aec12a1b,1759654610.240528,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,8.0,12.0,Health & Wellness,Health/Medical,No,1.0,14.0,other,4.0,183.75,976.4,gpt-5
24793277,68dfc6c6-95e8-832c-a8d5-1fdab32d21aa,1759496510.48,create_an_image,Multimedia,Doing,Personal,No,Yes,8.0,8.0,AI Image Generation,Content Creation,No,0.0,4.0,other,6.0,62.16666666666666,111.3076923076923,gpt-5;gpt-5-t-mini
24793277,68dd8605-d0f8-8329-ac38-7e54e4df12b4,1759348466.663,create_an_image,Multimedia,Doing,Personal,No,Yes,12.0,12.0,AI Image Generation,Content Creation,Yes,1.0,17.0,other,10.0,58.8,329.7857142857143,gpt-5
24793277,68dd1f8c-7a58-8321-a279-ea89bad17b7f,1759336473.968111,relationships_and_personal_reflection,Self-Expression,Asking,Personal,No,Yes,6.0,8.0,Self-Reflection & Emotions,Health/Medical,No,1.0,9.0,other,3.0,157.33333333333334,1513.75,gpt-5
24793277,68db0cc9-08b4-832f-89b9-50748e462093,1759190490.976,personal_writing_or_communication,Writing,Asking,Work,No,Yes,14.0,16.0,Health & Wellness,Health/Medical,No,2.0,20.0,other,6.0,75.16666666666667,976.0,gpt-5
24793277,68d6ca54-4054-8329-bd80-c1504e457669,1758908152.658,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Coursework,No,Yes,12.0,14.0,Health & Wellness,Health/Medical,No,2.0,15.0,other,9.0,45.888888888888886,1314.2,gpt-5;gpt-5-mini
24793277,68d6b96c-39bc-8321-aa22-cf5d8b4ee97a,1758903983.481843,asking_about_the_model,Other/Unknown,Asking,Personal,No,Yes,4.0,12.0,Health & Wellness,Health/Medical,No,1.0,4.0,other,3.0,59.0,545.25,gpt-5
24793277,68d523df-2690-832d-8c47-e15b2ff4eb64,1758800466.268,specific_info,Seeking Information,Doing,,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,4.0,38.0,other,15.0,103.26666666666668,807.75,gpt-5;gpt-5-mini
24793277,68d3f61c-cda4-832b-a420-e1ce2b42e923,1758722153.706,personal_writing_or_communication,Writing,Expressing,Coursework,No,Yes,8.0,12.0,Social Media & Marketing,Content Creation,No,1.0,6.0,other,3.0,118.0,685.25,gpt-5
24793277,68d2aea3-5dd8-8330-ab40-cbda4773222c,1758721482.001533,create_an_image,Multimedia,Doing,Coursework,No,Yes,10.0,11.0,AI Image Generation,Content Creation,No,1.0,8.0,other,7.0,70.57142857142857,287.75,gpt-5
24793277,68cd8ba1-2aac-8328-8147-d65d39c8b62b,1758302498.56,personal_writing_or_communication,Writing,Doing,Coursework,No,Yes,12.0,12.0,Writing Assistance,Writing/Creative,Yes,2.0,40.0,other,19.0,440.6315789473685,1169.35,gpt-5;gpt-5-mini
24793277,68cd4bcb-b720-8331-89a7-36b6ec4e8712,1758285096.498925,personal_writing_or_communication,Writing,Expressing,Personal,No,Yes,6.0,8.0,Business Tasks,Job/Career,No,0.0,3.0,other,5.0,35.2,213.0,gpt-5
24793277,68c83da6-c324-8324-8c78-0c6d1eb998d6,1757955927.107,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,14.0,Writing Assistance,Writing/Creative,No,3.0,25.0,other,22.0,132.22727272727272,1029.2962962962963,gpt-5;gpt-5-mini
24793277,68c9a401-ec34-8331-a4d0-64c63f3a89b7,1758045565.838839,health_fitness_beauty_or_self_care,Practical Guidance,Expressing,Personal,No,Yes,6.0,12.0,Health & Wellness,Health/Medical,No,0.0,7.0,other,5.0,54.2,1284.7,gpt-5;gpt-5-t-mini
24793277,68c3f236-1ee4-8329-9977-d856b330a541,1757672226.780507,health_fitness_beauty_or_self_care,Practical Guidance,Doing,Personal,No,Yes,8.0,12.0,"Personal Grooming & Appearance Tips.""",,Yes,0.0,8.0,other,7.0,82.28571428571429,440.0,gpt-5;gpt-5-t-mini
24793277,68c1e776-4578-8333-b5c7-1816bf693d23,1757538573.486114,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,1.0,4.0,other,5.0,65.4,897.3333333333334,gpt-5
24793277,68c0077b-fa94-8321-89fb-7a46a427849e,1757435254.024075,specific_info,Seeking Information,Asking,Coursework,No,Yes,8.0,15.0,Freelance Costs,Finance/Earning,No,2.0,12.0,other,6.0,47.0,934.7142857142856,gpt-5
24793277,68beea3c-6650-8332-bc15-414758c07fdd,1757347636.904488,specific_info,Seeking Information,Asking,Personal,No,Yes,6.0,10.0,Freelance Costs,Finance/Earning,Yes,4.0,12.0,other,9.0,54.44444444444444,1501.7857142857142,gpt-5
24793277,68b9b7d7-6fa0-8326-a6b6-21d915755cf7,1757011369.845883,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,16.0,Freelance Costs,Finance/Earning,No,9.0,47.0,other,41.0,64.85365853658537,1044.351851851852,gpt-5;gpt-5-mini
24793277,68b87497-396c-832d-8103-a63b16815b3a,1756920527.799,mathematical_calculation,Technical Help,Asking,Personal,No,Yes,6.0,7.0,Cooking & Diet,Health/Medical,No,1.0,6.0,other,3.0,132.66666666666666,581.75,gpt-5
24793277,68b730dc-cb74-8321-bd01-9a8971b637c2,1756836353.985,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,10.0,12.0,Cooking & Diet,Health/Medical,No,2.0,47.0,other,19.0,112.36842105263158,769.52,gpt-5;gpt-5-mini;gpt-5-t-mini;gpt-5-thinking
24793277,68b38e47-0d58-8327-b164-c3fbce19dcb2,1756598487.244,health_fitness_beauty_or_self_care,Practical Guidance,Doing,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,1.0,10.0,other,3.0,79.33333333333333,1413.75,gpt-5
24793277,68b06588-b778-8323-ac94-561c8a642945,1756391761.314908,relationships_and_personal_reflection,Self-Expression,Asking,Personal,No,Yes,8.0,12.0,Self-Reflection & Emotions,Health/Medical,No,3.0,23.0,other,8.0,348.0,1195.1,gpt-5
24793277,68af6c17-e3b4-8329-88ce-1889dddb8e61,1756386115.015638,specific_info,Seeking Information,Asking,Personal,No,Yes,9.0,10.0,Freelance Costs,Finance/Earning,No,1.0,7.0,other,6.0,75.16666666666667,871.75,gpt-5
24793277,68af3e8d-8ae8-8324-aff7-e3cd369f97fa,1756317046.604375,how_to_advice,Practical Guidance,Asking,Personal,No,Yes,6.0,12.0,Freelance Costs,Finance/Earning,No,2.0,7.0,other,6.0,59.833333333333336,1189.111111111111,gpt-5
24793277,68a7a2c0-7650-8322-9d75-ebb49ae206f0,1755817999.285,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,12.0,12.0,Cooking & Diet,Health/Medical,No,1.0,20.0,other,11.0,301.09090909090907,537.5833333333334,gpt-5;gpt-5-mini
24793277,68a44ba5-ff48-832f-ac0e-e48e40f3cbfa,1755598088.4152598,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,10.0,Health & Wellness,Health/Medical,Yes,1.0,9.0,other,9.0,64.77777777777777,519.7,gpt-5
24793277,689d12c8-70c0-8327-88b3-397561869184,1755126425.535,create_an_image,Multimedia,Doing,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,2.0,8.0,other,7.0,145.57142857142858,733.375,gpt-5
24793277,6898afee-7044-832d-9057-8d937c1deaf5,1754837053.667573,relationships_and_personal_reflection,Self-Expression,Asking,Personal,No,Yes,6.0,8.0,Self-Reflection & Emotions,Health/Medical,No,0.0,6.0,other,3.0,94.0,554.75,gpt-5
24793277,689637d2-0a28-8327-9c23-53bdcab3df19,1754675313.402,tutoring_or_teaching,Practical Guidance,Doing,Coursework,No,Yes,12.0,15.0,Education & General Knowledge,Education/Academic,No,1.0,5.0,other,5.0,68.6,883.5714285714286,gpt-5
24793277,688ccbd6-a81c-800e-a9e4-5deed23e32a5,1754058408.824182,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Coursework,No,Yes,10.0,14.0,Health & Wellness,Health/Medical,,2.0,12.0,other,5.0,134.4,2015.8333333333333,gpt-4o
24793277,6888b304-d628-800e-855c-e9a6ee7172e7,1753789188.46188,health_fitness_beauty_or_self_care,Practical Guidance,Asking,Personal,No,Yes,6.0,0.0,Health & Wellness,Health/Medical,No,0.0,2.0,other,1.0,63.0,637.0,gpt-4o
24793277,68801282-4898-800e-b8ef-5b938082d2b8,1753224354.981235,mathematical_calculation,Technical Help,Doing,Personal,No,Yes,6.0,8.0,Mathematics,Education/Academic,Yes,1.0,18.0,other,9.0,76.11111111111111,1036.5,gpt-4o
24793277,674b8fef-ffdc-800e-b281-0d15361d422b,1733009849.098,how_to_advice,Practical Guidance,Asking,Work,No,Yes,12.0,15.0,Health & Wellness,Health/Medical,No,4.0,6.0,other,3.0,86.33333333333333,2239.75,gpt-4o
24793277,67463b00-d000-800e-b1d4-00830cf6bbc0,1732656710.188,tutoring_or_teaching,Practical Guidance,Doing,,No,Yes,8.0,12.0,Home Maintenance & Practical Diy,Education/Academic,No,3.0,16.0,other,7.0,55.85714285714285,991.4166666666666,gpt-4o
24793277,67241eed-c760-800e-b4cd-45ef7a87eb2a,1730420560.212656,specific_info,Seeking Information,Asking,Coursework,No,No,12.0,12.0,Education & General Knowledge,Education/Academic,No,0.0,15.0,other,10.0,341.6,402.45454545454544,gpt-4o
24793277,671848e7-eb64-800e-a759-4b080b7798f5,1729645179.725484,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,12.0,13.0,Health & Wellness,Health/Medical,No,1.0,8.0,other,3.0,168.66666666666666,1147.5,gpt-4o
24793277,6d899372-2d74-46d1-933c-4e5843b78c0a,1718138705.292665,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,1.0,45.0,other,11.0,447.45454545454544,1152.8181818181818,gpt-4o;text-davinci-002-render-sha
24793277,903dd45c-3344-45ea-af21-a7f4c17b3493,1717090476.518331,argument_or_summary_generation,Writing,Doing,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,1.0,5.0,other,3.0,308.0,1961.3333333333333,gpt-4o
24793277,5c3e6aab-9009-4263-a616-283b2126a259,1715262253.601441,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,1.0,20.0,other,12.0,318.1666666666667,1120.8333333333333,text-davinci-002-render-sha
24793277,d9470713-50c4-4749-a45b-12c092ecb87d,1713383389.398558,unclear,Other/Unknown,Expressing,Personal,Yes,No,1.0,0.0,Programming Concepts,Programming/Tech,No,0.0,1.0,other,1.0,9.0,0.0,
24793277,cfdd7ac9-517e-46c9-815e-18c4eaa9e868,1713383377.114225,how_to_advice,Practical Guidance,Asking,Coursework,No,No,12.0,12.0,,,No,0.0,3.0,other,1.0,58.0,0.0,
24793277,533faf57-e741-4321-81cf-701233da2f6f,1712964029.367099,specific_info,Seeking Information,Doing,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,1.0,18.0,other,12.0,328.6666666666667,739.9166666666666,text-davinci-002-render-sha
24793277,fbe48820-c010-43dc-a1ad-1ad669037c18,1711654836.450798,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,0.0,18.0,other,11.0,483.9090909090909,540.9090909090909,text-davinci-002-render-sha
24793277,1d2079f4-6045-4ff7-bef1-61635dbbe8a8,1701469044.451343,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,16.0,16.0,Education & General Knowledge,Education/Academic,No,1.0,9.0,other,9.0,711.3333333333334,632.6,text-davinci-002-render-sha
24793277,86d41670-1140-4246-b71d-066e3e76f376,1697814644.834784,specific_info,Seeking Information,Asking,Coursework,No,No,16.0,16.0,Education & General Knowledge,Education/Academic,No,1.0,20.0,other,14.0,681.7857142857143,283.0,text-davinci-002-render-sha
24793277,20ec4ac0-09aa-4f60-8d80-a66906b505a2,1687800961.951536,tutoring_or_teaching,Practical Guidance,Asking,Coursework,No,Yes,12.0,12.0,Education & General Knowledge,Education/Academic,No,1.0,12.0,other,10.0,737.7,1276.6,text-davinci-002-render-sha
24793277,04f14184-17f5-4d36-a64f-a20237b74b81,1687386368.888438,health_fitness_beauty_or_self_care,Practical Guidance,Asking,,Yes,Yes,12.0,16.0,Health & Wellness,Health/Medical,No,2.0,14.0,other,11.0,64.45454545454545,1690.6363636363635,text-davinci-002-render-sha
24793277,d63b60d2-6d64-428c-ad8b-aac7f29a284b,1687224624.128204,specific_info,Seeking Information,Asking,Coursework,Yes,Yes,16.0,16.0,Education & General Knowledge,Education/Academic,No,1.0,28.0,other,11.0,1017.2727272727273,981.818181818182,text-davinci-002-render-sha
24793277,13ea4969-0a95-4082-916b-00dd5f6254b9,1684604503.658672,tutoring_or_teaching,Practical Guidance,Asking,Coursework,Yes,No,16.0,16.0,Health & Wellness,Health/Medical,No,0.0,15.0,other,7.0,447.2857142857143,680.5714285714286,text-davinci-002-render-sha
24793277,3241d86f-b3f6-4e54-8745-ec427761979f,1684526567.810868,tutoring_or_teaching,Practical Guidance,,Coursework,Yes,Yes,14.0,12.0,Education & General Knowledge,Education/Academic,No,1.0,18.0,other,11.0,443.6363636363636,1108.5454545454545,text-davinci-002-render-sha
24793277,da49c2ab-b9ef-4574-8f69-ae78e15c917e,1695736833.069051,specific_info,Seeking Information,Asking,Coursework,No,Yes,12.0,14.0,Education & General Knowledge,Education/Academic,No,1.0,30.0,other,13.0,665.2307692307693,672.2307692307693,text-davinci-002-render-sha
22345985,69433b50-b3b0-832c-962f-e8e9f169b08c,1766013777.640599,other,Other/Unknown,Doing,Personal,No,No,12.0,12.0,,,No,0.0,8.0,en,2.0,564.5,158.0,gpt-5-2
22345985,693def82-ace0-8330-a848-12c3b42e396a,1765670765.361443,how_to_advice,Practical Guidance,Doing,Personal,No,Yes,12.0,16.0,Finance & Banking,Finance/Earning,Yes,7.0,50.0,other,15.0,112.53333333333332,2740.833333333333,gpt-5-2
22345985,69360007-a4f8-832e-804b-f1ec015f5097,1765147333.406882,greetings_and_chitchat,Self-Expression,Expressing,Work,No,Yes,10.0,14.0,Social Media & Marketing,Content Creation,No,7.0,14.0,other,10.0,97.5,2135.5,gpt-5-1
22345985,692badb7-0074-832e-ac60-3a191a319984,1764470776.812324,greetings_and_chitchat,Self-Expression,Expressing,Work,,,6.0,14.0,Finance & Banking,Finance/Earning,Yes,4.0,15.0,other,8.0,53.0,1282.8666666666666,gpt-5-1;gpt-5-t-mini
22345985,69232b7b-1f44-8329-aa77-bc50db96cd8f,1763914509.958486,greetings_and_chitchat,Self-Expression,Expressing,Personal,No,No,9.0,12.0,Finance & Banking,Finance/Earning,Yes,0.0,3.0,other,4.0,44.0,121.0,gpt-5-1
22345985,691fe52d-c964-8327-9dde-a2e655b9cee5,1763698410.212323,greetings_and_chitchat,Self-Expression,Expressing,Work,Yes,Yes,6.0,12.0,Freelance Costs,Finance/Earning,Yes,6.0,9.0,other,4.0,72.5,1334.2857142857142,gpt-5-1
22345985,6912f8b4-cd58-832a-a3a8-7000b0006337,1762851085.018309,purchasable_products,Seeking Information,Doing,Work,,,12.0,8.0,Content Creation Tools & Digital Media.,Content Creation,No,0.0,3.0,other,3.0,33.0,576.8,gpt-5
22345985,68f7cc67-9bac-8325-9fa3-457405dc7176,1761072145.1710958,create_an_image,Multimedia,Doing,Work,No,Yes,10.0,12.0,AI Image Generation,Content Creation,No,7.0,16.0,other,8.0,175.875,690.3333333333334,gpt-5
